Date,Wrestlers,Card,Type of Match,Title Change,Promotion,Title,City,State,Country,Location,Latitude,Longitude
2/5/01,"Haku, Rikishi, Too Cool, Grandmaster Sexay, Scotty 2 Hotty",Haku & Rikishi defeat Too Cool (Grandmaster Sexay & Scotty 2 Hotty) (3:53),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #402,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
2/5/01,"Kurt Angle, The Rock, Steve Austin, Triple H",Kurt Angle & The Rock defeat Steve Austin & Triple H (7:51),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #402,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
2/5/01,"Chris Jericho, Matt Hardy",Chris Jericho (c) defeats Matt Hardy (4:48),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #402,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
2/5/01,"The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley, Kane, The Undertaker",The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) (c) defeat Kane & The Undertaker by DQ (8:02),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #402,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
1/29/01,"Jacqueline, Lita",Jacqueline vs. Lita - No Contest (1:15),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #401,Pittsburgh,Pennsylvania,USA,"Pittsburgh,Pennsylvania,USA",40.440625,-79.995886
1/29/01,"The Undertaker, Haku",The Undertaker defeats Haku (3:46),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #401,Pittsburgh,Pennsylvania,USA,"Pittsburgh,Pennsylvania,USA",40.440625,-79.995886
1/29/01,"Val Venis, Steve Blackman",Val Venis defeats Steve Blackman (4:22),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #401,Pittsburgh,Pennsylvania,USA,"Pittsburgh,Pennsylvania,USA",40.440625,-79.995886
1/29/01,"Raven, Crash",Raven (c) defeats Crash (4:10),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #401,Pittsburgh,Pennsylvania,USA,"Pittsburgh,Pennsylvania,USA",40.440625,-79.995886
1/29/01,"The Rock, Chris Benoit, Chris Jericho, The Big Show",The Rock defeats Chris Benoit and Chris Jericho and The Big Show (6:31),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #401,Pittsburgh,Pennsylvania,USA,"Pittsburgh,Pennsylvania,USA",40.440625,-79.995886
1/29/01,"The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley, Kai En Tai, Funaki, Taka Michinoku",The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) (c) defeat Kai En Tai (Funaki & Taka Michinoku) (3:46),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #401,Pittsburgh,Pennsylvania,USA,"Pittsburgh,Pennsylvania,USA",40.440625,-79.995886
1/29/01,"The Hardy Boyz, Jeff Hardy, Matt Hardy, The APA, Bradshaw, Faarooq, The Right To Censor, Bull Buchanan, The Goodfather","The Hardy Boyz (Jeff Hardy & Matt Hardy) defeat The APA (Bradshaw & Faarooq), The Right To Censor (Bull Buchanan & The Goodfather) (2:40)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #401,Pittsburgh,Pennsylvania,USA,"Pittsburgh,Pennsylvania,USA",40.440625,-79.995886
1/22/01,"Chris Jericho, The Rock, Chris Benoit, The Big Show",Chris Jericho & The Rock defeat Chris Benoit & The Big Show (10:43),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #400,Lafayette,Louisiana,USA,"Lafayette,Louisiana,USA",30.22409,-92.019843
1/22/01,"Kane, Rikishi",Kane defeats Rikishi by DQ (2:08),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #400,Lafayette,Louisiana,USA,"Lafayette,Louisiana,USA",30.22409,-92.019843
1/22/01,"Stephanie McMahon-Helmsley, Triple H, Kurt Angle, Trish Stratus",Stephanie McMahon-Helmsley & Triple H defeat Kurt Angle & Trish Stratus (5:38),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #400,Lafayette,Louisiana,USA,"Lafayette,Louisiana,USA",30.22409,-92.019843
1/22/01,"The APA, Bradshaw, Faarooq, The Hardy Boyz, Jeff Hardy, Matt Hardy",The APA (Bradshaw & Faarooq) defeat The Hardy Boyz (Jeff Hardy & Matt Hardy) (5:03),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #400,Lafayette,Louisiana,USA,"Lafayette,Louisiana,USA",30.22409,-92.019843
1/22/01,"Test, William Regal",Test defeats William Regal (c) (1:29) - TITLE CHANGE !!!,Champion In Match,Title Change,World Wrestling Entertainment,WWF RAW is WAR #400,Lafayette,Louisiana,USA,"Lafayette,Louisiana,USA",30.22409,-92.019843
1/22/01,"Al Snow, Raven",Al Snow defeats Raven (c) (3:35) - TITLE CHANGE !!!,Champion In Match,Title Change,World Wrestling Entertainment,WWF RAW is WAR #400,Lafayette,Louisiana,USA,"Lafayette,Louisiana,USA",30.22409,-92.019843
1/22/01,"Lo Down, Chaz, D-Lo Brown, The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley",Lo Down (Chaz & D-Lo Brown) defeat The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) (c) by DQ (2:41),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #400,Lafayette,Louisiana,USA,"Lafayette,Louisiana,USA",30.22409,-92.019843
1/22/01,"Ivory, Molly Holly",Ivory (c) defeats Molly Holly (1:49),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #400,Lafayette,Louisiana,USA,"Lafayette,Louisiana,USA",30.22409,-92.019843
1/15/01,"Hardcore Holly, Steve Blackman",Hardcore Holly vs. Steve Blackman - No Contest (3:00),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #399,Milwaukee,Wisconsin,USA,"Milwaukee,Wisconsin,USA",43.038903,-87.906474
1/15/01,"Kai En Tai, Funaki, Taka Michinoku, Tazz, K-Kwik, Too Cool, Grandmaster Sexay, Scotty 2 Hotty",Kai En Tai (Funaki & Taka Michinoku) & Tazz defeat K-Kwik & Too Cool (Grandmaster Sexay & Scotty 2 Hotty) (4:02),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #399,Milwaukee,Wisconsin,USA,"Milwaukee,Wisconsin,USA",43.038903,-87.906474
1/15/01,"Rikishi, The Undertaker, Kane, The Rock",Rikishi & The Undertaker defeat Kane & The Rock (8:15),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #399,Milwaukee,Wisconsin,USA,"Milwaukee,Wisconsin,USA",43.038903,-87.906474
1/15/01,"Steve Austin, The APA, Bradshaw, Faarooq, Christian, Edge, Kurt Angle","Steve Austin & The APA (Bradshaw & Faarooq) defeat Christian, Edge & Kurt Angle (6:45)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #399,Milwaukee,Wisconsin,USA,"Milwaukee,Wisconsin,USA",43.038903,-87.906474
1/15/01,"Team Extreme, Jeff Hardy, Lita, Matt Hardy, The Right To Censor, Ivory, Steven Richards, Val Venis","Team Extreme (Jeff Hardy, Lita & Matt Hardy) defeat The Right To Censor (Ivory, Steven Richards & Val Venis) (5:58)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #399,Milwaukee,Wisconsin,USA,"Milwaukee,Wisconsin,USA",43.038903,-87.906474
1/15/01,"Jacqueline, Trish Stratus",Jacqueline vs. Trish Stratus - No Contest (1:28),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #399,Milwaukee,Wisconsin,USA,"Milwaukee,Wisconsin,USA",43.038903,-87.906474
1/15/01,"Raven, Test",Raven (c) defeats Test (2:18),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #399,Milwaukee,Wisconsin,USA,"Milwaukee,Wisconsin,USA",43.038903,-87.906474
1/8/01,"Chris Jericho, The Hardy Boyz, Jeff Hardy, Matt Hardy, The Radicalz, Chris Benoit, Dean Malenko, Perry Saturn","Chris Jericho & The Hardy Boyz (Jeff Hardy & Matt Hardy) defeat The Radicalz (Chris Benoit, Dean Malenko & Perry Saturn) (3:49)",Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #398,San Jose,California,USA,"San Jose,California,USA",37.338208,-121.886329
1/8/01,"Billy Gunn, Val Venis",Billy Gunn defeats Val Venis (4:10),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #398,San Jose,California,USA,"San Jose,California,USA",37.338208,-121.886329
1/8/01,"Jack Doan, Teddy Long, The Rock, Kane, Rikishi","Jack Doan, Teddy Long & The Rock defeat Kane & Rikishi by DQ (5:27)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #398,San Jose,California,USA,"San Jose,California,USA",37.338208,-121.886329
1/8/01,"Albert, Trish Stratus, Test",Albert & Trish Stratus defeat Test (2:26),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #398,San Jose,California,USA,"San Jose,California,USA",37.338208,-121.886329
1/8/01,"Raven, Steve Blackman",Raven (c) defeats Steve Blackman (1:43),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #398,San Jose,California,USA,"San Jose,California,USA",37.338208,-121.886329
1/8/01,"Steve Austin, Kurt Angle",Steve Austin defeats Kurt Angle (c) by DQ (12:14),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #398,San Jose,California,USA,"San Jose,California,USA",37.338208,-121.886329
12/29/00,"Billy Gunn, The APA, Bradshaw, Faarooq, The Right To Censor, Bull Buchanan, The Goodfather, Val Venis","Billy Gunn & The APA (Bradshaw & Faarooq) defeat The Right To Censor (Bull Buchanan, The Goodfather & Val Venis) (4:16)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #397,Austin,Texas,USA,"Austin,Texas,USA",30.267153,-97.743061
12/29/00,"The Hardy Boyz, Jeff Hardy, Matt Hardy, Kai En Tai, Funaki, Taka Michinoku",The Hardy Boyz (Jeff Hardy & Matt Hardy) defeat Kai En Tai (Funaki & Taka Michinoku) (3:36),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #397,Austin,Texas,USA,"Austin,Texas,USA",30.267153,-97.743061
12/29/00,"Chris Jericho, The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley, Christian, Edge, Kurt Angle","Chris Jericho & The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) defeat Christian, Edge & Kurt Angle (5:13)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #397,Austin,Texas,USA,"Austin,Texas,USA",30.267153,-97.743061
12/29/00,"Raven, Tazz",Raven (c) defeats Tazz (2:27),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #397,Austin,Texas,USA,"Austin,Texas,USA",30.267153,-97.743061
12/29/00,"Chris Benoit, Test",Chris Benoit (c) defeats Test (4:42),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #397,Austin,Texas,USA,"Austin,Texas,USA",30.267153,-97.743061
12/29/00,"Kane, The Rock",Kane defeats The Rock (9:09),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #397,Austin,Texas,USA,"Austin,Texas,USA",30.267153,-97.743061
12/29/00,"The Undertaker, Rikishi",The Undertaker defeats Rikishi (4:58),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #397,Austin,Texas,USA,"Austin,Texas,USA",30.267153,-97.743061
12/29/00,"William Regal, Steve Austin",William Regal defeats Steve Austin (5:25),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #397,Austin,Texas,USA,"Austin,Texas,USA",30.267153,-97.743061
12/22/00,"Christian, Edge, Kurt Angle, Chris Jericho, The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley","Christian, Edge & Kurt Angle defeat Chris Jericho & The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) (5:07)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #396,Chattanooga,Tennessee,USA,"Chattanooga,Tennessee,USA",35.04563,-85.30968
12/22/00,"Steve Austin, Kane",Steve Austin defeats Kane by DQ (7:21),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #396,Chattanooga,Tennessee,USA,"Chattanooga,Tennessee,USA",35.04563,-85.30968
12/22/00,"The Hardy Boyz, Jeff Hardy, Matt Hardy, Chris Benoit, Dean Malenko",The Hardy Boyz (Jeff Hardy & Matt Hardy) defeat Chris Benoit & Dean Malenko (4:05),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #396,Chattanooga,Tennessee,USA,"Chattanooga,Tennessee,USA",35.04563,-85.30968
12/22/00,"The Right To Censor, Bull Buchanan, The Goodfather, The APA, Bradshaw, Faarooq",The Right To Censor (Bull Buchanan & The Goodfather) defeat The APA (Bradshaw & Faarooq) (2:32),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #396,Chattanooga,Tennessee,USA,"Chattanooga,Tennessee,USA",35.04563,-85.30968
12/22/00,"The Rock, The Undertaker",The Rock defeats The Undertaker by DQ (9:34),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #396,Chattanooga,Tennessee,USA,"Chattanooga,Tennessee,USA",35.04563,-85.30968
12/22/00,"Too Cool, Grandmaster Sexay, Scotty 2 Hotty, T&A;, Albert, Test",Too Cool (Grandmaster Sexay & Scotty 2 Hotty) defeat T&A; (Albert & Test) (3:38),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #396,Chattanooga,Tennessee,USA,"Chattanooga,Tennessee,USA",35.04563,-85.30968
12/22/00,"Steve Blackman, Hardcore Holly, Raven",Steve Blackman (c) defeats Hardcore Holly and Raven (3:41),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #396,Chattanooga,Tennessee,USA,"Chattanooga,Tennessee,USA",35.04563,-85.30968
12/18/00,"Chris Jericho, Perry Saturn",Chris Jericho defeats Perry Saturn (2:19),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #395,Greenville,South Carolina,USA,"Greenville,South Carolina,USA",34.852618,-82.39401
12/18/00,"Jacqueline, The APA, Bradshaw, Faarooq, T&A;, Albert, Test, Trish Stratus",Jacqueline & The APA (Bradshaw & Faarooq) defeat T&A; (Albert & Test) & Trish Stratus (1:47),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #395,Greenville,South Carolina,USA,"Greenville,South Carolina,USA",34.852618,-82.39401
12/18/00,"The Right To Censor, Bull Buchanan, The Goodfather, Val Venis, Billy Gunn, The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley","The Right To Censor (Bull Buchanan, The Goodfather & Val Venis) defeat Billy Gunn & The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) (4:02)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #395,Greenville,South Carolina,USA,"Greenville,South Carolina,USA",34.852618,-82.39401
12/18/00,"William Regal, Steve Austin",William Regal defeats Steve Austin by DQ (4:32),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #395,Greenville,South Carolina,USA,"Greenville,South Carolina,USA",34.852618,-82.39401
12/18/00,"Chris Benoit, Jeff Hardy",Chris Benoit (c) defeats Jeff Hardy (3:38),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #395,Greenville,South Carolina,USA,"Greenville,South Carolina,USA",34.852618,-82.39401
12/18/00,"Kurt Angle, Vince McMahon",Kurt Angle (c) vs. Vince McMahon - No Contest,Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #395,Greenville,South Carolina,USA,"Greenville,South Carolina,USA",34.852618,-82.39401
12/18/00,"The Rock, The Undertaker, Christian, Edge",The Rock & The Undertaker defeat Christian & Edge (c) (8:40) - TITLE CHANGE !!!,Champion In Match,Title Change,World Wrestling Entertainment,WWF RAW is WAR #395,Greenville,South Carolina,USA,"Greenville,South Carolina,USA",34.852618,-82.39401
12/11/00,"Chyna, Ivory",Chyna vs. Ivory - No Contest (1:30),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #394,Memphis,Tennessee,USA,"Memphis,Tennessee,USA",35.149534,-90.04898
12/11/00,"Jerry Lawler, K-Kwik, The Road Dogg, The Right To Censor, Bull Buchanan, Steven Richards, The Goodfather","Jerry Lawler, K-Kwik & The Road Dogg defeat The Right To Censor (Bull Buchanan, Steven Richards & The Goodfather) (0:55)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #394,Memphis,Tennessee,USA,"Memphis,Tennessee,USA",35.149534,-90.04898
12/11/00,"The APA, Bradshaw, Faarooq, T&A;, Albert, Test",The APA (Bradshaw & Faarooq) defeat T&A; (Albert & Test) (2:53),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #394,Memphis,Tennessee,USA,"Memphis,Tennessee,USA",35.149534,-90.04898
12/11/00,"The Radicalz, Dean Malenko, Perry Saturn, The Hardy Boyz, Jeff Hardy, Matt Hardy",The Radicalz (Dean Malenko & Perry Saturn) defeat The Hardy Boyz (Jeff Hardy & Matt Hardy) by Count Out (3:37),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #394,Memphis,Tennessee,USA,"Memphis,Tennessee,USA",35.149534,-90.04898
12/11/00,"Raven, Al Snow",Raven defeats Al Snow (3:46),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #394,Memphis,Tennessee,USA,"Memphis,Tennessee,USA",35.149534,-90.04898
12/11/00,"The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley, The Rock, Christian, Edge, Kurt Angle","The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) & The Rock defeat Christian, Edge & Kurt Angle (8:21)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #394,Memphis,Tennessee,USA,"Memphis,Tennessee,USA",35.149534,-90.04898
12/11/00,"Billy Gunn, Chris Benoit",Billy Gunn defeats Chris Benoit (c) by DQ (3:16),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #394,Memphis,Tennessee,USA,"Memphis,Tennessee,USA",35.149534,-90.04898
12/4/00,"Chris Benoit, Hardcore Holly",Chris Benoit defeats Hardcore Holly (2:32),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #393,East Rutherford,New Jersey,USA,"East Rutherford,New Jersey,USA",40.833989,-74.097086
12/4/00,"Christian, Edge, K-Kwik, The Road Dogg",Christian & Edge defeat K-Kwik & The Road Dogg (2:43),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #393,East Rutherford,New Jersey,USA,"East Rutherford,New Jersey,USA",40.833989,-74.097086
12/4/00,"Rikishi, The Undertaker",Rikishi defeats The Undertaker (5:15),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #393,East Rutherford,New Jersey,USA,"East Rutherford,New Jersey,USA",40.833989,-74.097086
12/4/00,"William Regal, Crash",William Regal defeats Crash (c) (2:23) - TITLE CHANGE !!!,Champion In Match,Title Change,World Wrestling Entertainment,WWF RAW is WAR #393,East Rutherford,New Jersey,USA,"East Rutherford,New Jersey,USA",40.833989,-74.097086
12/4/00,"Billy Gunn, Val Venis",Billy Gunn (c) defeats Val Venis by DQ (4:26),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #393,East Rutherford,New Jersey,USA,"East Rutherford,New Jersey,USA",40.833989,-74.097086
12/4/00,"Dean Malenko, Lita",Dean Malenko (c) defeats Lita (3:49),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #393,East Rutherford,New Jersey,USA,"East Rutherford,New Jersey,USA",40.833989,-74.097086
12/4/00,"Kurt Angle, Chris Jericho",Kurt Angle (c) defeats Chris Jericho (6:53),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #393,East Rutherford,New Jersey,USA,"East Rutherford,New Jersey,USA",40.833989,-74.097086
12/4/00,"The Right To Censor, Bull Buchanan, The Goodfather, The Hardy Boyz, Jeff Hardy, Matt Hardy",The Right To Censor (Bull Buchanan & The Goodfather) (c) defeat The Hardy Boyz (Jeff Hardy & Matt Hardy) (3:41),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #393,East Rutherford,New Jersey,USA,"East Rutherford,New Jersey,USA",40.833989,-74.097086
11/27/00,"Chris Jericho, The Hardy Boyz, Jeff Hardy, Matt Hardy, The Radicalz, Chris Benoit, Dean Malenko, Perry Saturn","Chris Jericho & The Hardy Boyz (Jeff Hardy & Matt Hardy) defeat The Radicalz (Chris Benoit, Dean Malenko & Perry Saturn) (5:31)",Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #392,Ames,Iowa,USA,"Ames,Iowa,USA",42.030781,-93.631913
11/27/00,"K-Kwik, The Road Dogg, The Right To Censor, Steven Richards, Val Venis",K-Kwik & The Road Dogg defeat The Right To Censor (Steven Richards & Val Venis) (4:45),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #392,Ames,Iowa,USA,"Ames,Iowa,USA",42.030781,-93.631913
11/27/00,"The Hollys, Crash, Hardcore Holly, Molly Holly, T&A;, Trish Stratus","The Hollys (Crash, Hardcore Holly & Molly Holly) defeat T&A; & Trish Stratus (5:22)",Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #392,Ames,Iowa,USA,"Ames,Iowa,USA",42.030781,-93.631913
11/27/00,"The Undertaker, Kane",The Undertaker defeats Kane by DQ (4:12),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #392,Ames,Iowa,USA,"Ames,Iowa,USA",42.030781,-93.631913
11/27/00,"Steve Blackman, Tiger Ali Singh",Steve Blackman (c) defeats Tiger Ali Singh (3:32),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #392,Ames,Iowa,USA,"Ames,Iowa,USA",42.030781,-93.631913
11/27/00,"Billy Gunn, Eddie Guerrero",Billy Gunn (c) defeats Eddie Guerrero (5:42),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #392,Ames,Iowa,USA,"Ames,Iowa,USA",42.030781,-93.631913
11/27/00,"Steve Austin, Kurt Angle",Steve Austin defeats Kurt Angle (c) by DQ (9:17),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #392,Ames,Iowa,USA,"Ames,Iowa,USA",42.030781,-93.631913
11/27/00,"The Rock, Rikishi",The Rock defeats Rikishi by DQ (2:44),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #392,Ames,Iowa,USA,"Ames,Iowa,USA",42.030781,-93.631913
11/20/00,"Billy Gunn, K-Kwik, The Road Dogg, The Radicalz, Dean Malenko, Eddie Guerrero, Perry Saturn","Billy Gunn, K-Kwik & The Road Dogg defeat The Radicalz (Dean Malenko, Eddie Guerrero & Perry Saturn) (4:11)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #391,Orlando,Florida,USA,"Orlando,Florida,USA",28.538336,-81.379236
11/20/00,"Chris Jericho, The Rock, Kane, Rikishi",Chris Jericho & The Rock defeat Kane & Rikishi (8:29),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #391,Orlando,Florida,USA,"Orlando,Florida,USA",28.538336,-81.379236
11/20/00,"Steve Austin, Chris Benoit",Steve Austin defeats Chris Benoit (8:35),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #391,Orlando,Florida,USA,"Orlando,Florida,USA",28.538336,-81.379236
11/20/00,"William Regal, Hardcore Holly",William Regal defeats Hardcore Holly (2:59),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #391,Orlando,Florida,USA,"Orlando,Florida,USA",28.538336,-81.379236
11/20/00,"The Undertaker, Christian, Edge",The Undertaker defeats Christian & Edge (2:42),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #391,Orlando,Florida,USA,"Orlando,Florida,USA",28.538336,-81.379236
11/20/00,"The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley, The Right To Censor, Bull Buchanan, The Goodfather",The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) defeat The Right To Censor (Bull Buchanan & The Goodfather) (c) by DQ (4:20),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #391,Orlando,Florida,USA,"Orlando,Florida,USA",28.538336,-81.379236
11/20/00,"Ivory, Molly Holly",Ivory (c) defeats Molly Holly (1:34),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #391,Orlando,Florida,USA,"Orlando,Florida,USA",28.538336,-81.379236
11/13/00,"Billy Gunn, Chyna, Steve Austin, The Rock, The Radicalz, Chris Benoit, Dean Malenko, Eddie Guerrero, Perry Saturn","Billy Gunn, Chyna, Steve Austin & The Rock defeat The Radicalz (Chris Benoit, Dean Malenko, Eddie Guerrero & Perry Saturn) (11:00)",Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #390,Columbus,Ohio,USA,"Columbus,Ohio,USA",39.961176,-82.998794
11/13/00,"Crash, Hardcore Holly, The Undertaker, Christian, Edge, Kurt Angle","Crash, Hardcore Holly & The Undertaker defeat Christian, Edge & Kurt Angle (6:46)",Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #390,Columbus,Ohio,USA,"Columbus,Ohio,USA",39.961176,-82.998794
11/13/00,"The Dudley Boyz, Buh Buh Ray Dudley, D-Von Dudley, Raven, Tazz",The Dudley Boyz (Buh Buh Ray Dudley & D-Von Dudley) defeat Raven & Tazz (5:03),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #390,Columbus,Ohio,USA,"Columbus,Ohio,USA",39.961176,-82.998794
11/13/00,"Chris Jericho, Steve Blackman, Kane, Test",Chris Jericho & Steve Blackman defeat Kane & Test (3:58),Regular Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #390,Columbus,Ohio,USA,"Columbus,Ohio,USA",39.961176,-82.998794
11/13/00,"William Regal, The Road Dogg",William Regal (c) defeats The Road Dogg by DQ (2:41),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #390,Columbus,Ohio,USA,"Columbus,Ohio,USA",39.961176,-82.998794
11/13/00,"Kurt Angle, Crash",Kurt Angle (c) defeats Crash (2:54),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #390,Columbus,Ohio,USA,"Columbus,Ohio,USA",39.961176,-82.998794
11/13/00,"Lita, The Hardy Boyz, Jeff Hardy, Matt Hardy, Ivory, The Right To Censor, Bull Buchanan, The Goodfather",Lita & The Hardy Boyz (Jeff Hardy & Matt Hardy) defeat Ivory (c) & The Right To Censor (Bull Buchanan & The Goodfather) (c) by DQ (3:56),Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #390,Columbus,Ohio,USA,"Columbus,Ohio,USA",39.961176,-82.998794
11/6/00,"D-Generation X, Billy Gunn, Chyna, The Road Dogg, Triple H, The Radicalz, Chris Benoit, Dean Malenko, Eddie Guerrero, Perry Saturn","D-Generation X (Billy Gunn, Chyna, The Road Dogg & Triple H) defeat The Radicalz (Chris Benoit, Dean Malenko, Eddie Guerrero & Perry Saturn) (5:11)",Champion In Match,No Title Change,World Wrestling Entertainment,WWF RAW is WAR #389,Houston,Texas,USA,"Houston,Texas,USA",29.760427,-95.369803
